epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,5776,1.26052,1.18934,1.06613,0.82869,0.80961,0.84673,0.50064,1.40499,0.77417,1.14369,0.001882,0.001882,0.001882
166,5810.82,1.2839,1.21183,1.07731,0.82046,0.81917,0.84619,0.50095,1.40461,0.77338,1.14362,0.0018325,0.0018325,0.0018325
167,5844.93,1.25034,1.1954,1.06468,0.81982,0.82018,0.84755,0.50213,1.40396,0.77298,1.14329,0.001783,0.001783,0.001783
168,5879.64,1.24934,1.18339,1.06661,0.82801,0.81648,0.84693,0.50122,1.40451,0.77366,1.14355,0.0017335,0.0017335,0.0017335
169,5914.47,1.24115,1.18124,1.06033,0.82603,0.81728,0.84668,0.50142,1.40466,0.77333,1.14382,0.001684,0.001684,0.001684
170,5949.2,1.27183,1.21426,1.07735,0.83052,0.80888,0.84718,0.50181,1.4044,0.77246,1.14368,0.0016345,0.0016345,0.0016345
171,5983.71,1.25685,1.2002,1.0683,0.82618,0.8101,0.84652,0.5021,1.40374,0.77219,1.14392,0.001585,0.001585,0.001585
172,6018.65,1.24502,1.16548,1.05954,0.81843,0.82505,0.84811,0.50354,1.40278,0.77076,1.1441,0.0015355,0.0015355,0.0015355
173,6054.1,1.25193,1.18355,1.06239,0.81293,0.82259,0.84599,0.50235,1.40169,0.77186,1.14335,0.001486,0.001486,0.001486
174,6088.81,1.24488,1.21838,1.06133,0.8127,0.82244,0.84603,0.50262,1.40137,0.77099,1.14325,0.0014365,0.0014365,0.0014365
175,6123.82,1.24593,1.21545,1.06538,0.8109,0.82369,0.84713,0.50352,1.40016,0.77142,1.1427,0.001387,0.001387,0.001387
176,6158.66,1.23386,1.16085,1.05529,0.81064,0.82553,0.84632,0.50336,1.40036,0.77073,1.14277,0.0013375,0.0013375,0.0013375
177,6193.36,1.21986,1.1285,1.0573,0.81515,0.82095,0.84622,0.50358,1.39979,0.77123,1.14255,0.001288,0.001288,0.001288
178,6228.11,1.23181,1.15156,1.06221,0.83223,0.8009,0.84466,0.50266,1.40036,0.77163,1.14274,0.0012385,0.0012385,0.0012385
179,6262.67,1.23019,1.15346,1.05183,0.82746,0.8046,0.84626,0.50339,1.40067,0.772,1.14242,0.001189,0.001189,0.001189
