epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,30573.6,0.94648,0.5449,0.95003,0.93673,0.95015,0.96441,0.7456,0.85363,0.45309,0.94671,0.002179,0.002179,0.002179
160,30746.9,0.95416,0.54855,0.95769,0.93571,0.95027,0.96445,0.7461,0.85285,0.45244,0.94662,0.0021295,0.0021295,0.0021295
161,30923.4,0.95307,0.54187,0.95049,0.93607,0.95045,0.9645,0.74572,0.85233,0.45239,0.94642,0.00208,0.00208,0.00208
162,31094.6,0.94904,0.54183,0.95309,0.93654,0.95065,0.96447,0.74591,0.85205,0.45189,0.9463,0.0020305,0.0020305,0.0020305
163,31267.9,0.94375,0.54132,0.94682,0.9366,0.95089,0.96452,0.74606,0.85157,0.45159,0.94621,0.001981,0.001981,0.001981
164,31439,0.95464,0.5452,0.95335,0.93506,0.95137,0.96472,0.74669,0.85081,0.45119,0.94573,0.0019315,0.0019315,0.0019315
165,31621.2,0.94974,0.54273,0.95215,0.93508,0.95191,0.96475,0.74668,0.85065,0.45091,0.94539,0.001882,0.001882,0.001882
166,31814.3,0.93659,0.53657,0.94962,0.93522,0.95182,0.96479,0.74708,0.85025,0.45043,0.94527,0.0018325,0.0018325,0.0018325
167,32007.2,0.93642,0.53477,0.95073,0.93536,0.95212,0.9648,0.74706,0.84967,0.45046,0.94505,0.001783,0.001783,0.001783
168,32192.8,0.92983,0.5337,0.94708,0.93549,0.95251,0.96477,0.74734,0.84921,0.45022,0.94488,0.0017335,0.0017335,0.0017335
169,32379.1,0.93202,0.52875,0.9467,0.93521,0.95236,0.96481,0.74761,0.84867,0.44976,0.94462,0.001684,0.001684,0.001684
170,32556.4,0.92732,0.53347,0.94478,0.93538,0.9529,0.96488,0.74794,0.84823,0.44963,0.94454,0.0016345,0.0016345,0.0016345
171,32731.4,0.93157,0.53278,0.94912,0.93511,0.9541,0.96494,0.7478,0.84771,0.44946,0.94449,0.001585,0.001585,0.001585
172,32900,0.92753,0.52788,0.94396,0.93511,0.95414,0.965,0.74799,0.8476,0.44912,0.94444,0.0015355,0.0015355,0.0015355
173,33072.5,0.93417,0.53182,0.94389,0.93512,0.95437,0.96492,0.74829,0.84739,0.44883,0.94441,0.001486,0.001486,0.001486
174,33241.1,0.93222,0.53025,0.94715,0.93536,0.95455,0.96512,0.7483,0.84705,0.44871,0.94426,0.0014365,0.0014365,0.0014365
175,33413.2,0.91412,0.52488,0.94106,0.93496,0.95452,0.96499,0.7484,0.84654,0.44828,0.94413,0.001387,0.001387,0.001387
176,33597.5,0.92537,0.53413,0.94643,0.93524,0.95458,0.96493,0.74856,0.84603,0.4479,0.94399,0.0013375,0.0013375,0.0013375
177,33782.9,0.92044,0.52572,0.94085,0.93495,0.95458,0.96518,0.74891,0.8457,0.44771,0.94384,0.001288,0.001288,0.001288
